price,area,area_unit,city,location,property_type,bedrooms,bathrooms,built_in_year,parking_space,servant_quarters,store_rooms,kitchens,drawing_rooms,url,area_marla,property_age,total_rooms,luxury_score,bedroom_bathroom_ratio,location_avg_price
10900000,3.0,Marla,Lahore,Raiwind,House,5.0,6.0,2020.0,0.0,1.0,0.0,0.0,2025.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_3_marla_brand_new_house_for_sale_in_al-kabir_town_phase_2-53168982-11704-1.html,3.0,6.0,11.0,2026.0,1.1999976000048,44000000.0
22000000,5.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,0.0,0.0,2026.0,2026.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_outstanding_5_marla_property_in_dha_phase_9_town_perfect_blend_of_comfort_investment_value-54147668-1452-1.html,5.0,6.0,4059.0,0.0,1.3333288889037036,81496093.75
77500000,1.0,Kanal,Lahore,DHA Defence,House,3.0,4.0,2020.0,4.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_fully_furnished_luxury_house_for_sale_dha_phase_6_lahore-53629051-1448-1.html,20.0,6.0,7.0,5.0,1.3333288889037036,81496093.75
21500000,5.0,Marla,Lahore,Park View City,House,5.0,6.0,2020.0,1.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_overseas_house_for_sale_is_readily_available_in_prime_location_of_park_view_city_-_tulip_overseas-54244739-13754-1.html,5.0,6.0,14.0,1.0,1.1999976000048,21882758.620689657
27000000,5.0,Marla,Lahore,Park View City,House,4.0,5.0,2020.0,1.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/park_view_city_park_view_city_-_executive_block_5_marla_house_in_park_view_city_-_executive_block_is_available_for_sale-54244735-17598-1.html,5.0,6.0,12.0,1.0,1.2499968750078125,21882758.620689657
82500000,1.0,KANAL,Lahore,DHA Defence,House,4.0,5.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_unmatched_luxury_1_kanal_high-end_home_in_dha_lahore-53831621-1448-1.html,20.0,6.0,9.0,2.0,1.2499968750078125,81496093.75
78500000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2.0,0.0,0.0,2026.0,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_original_deal_call_anytime_hot_deal_1_kanal_budget_house_for_sale_in_prime_dha_location-53825577-1632-1.html,20.0,6.0,11.0,2032.0,1.1999976000048,81496093.75
43000000,10.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,2.0,2020.0,2020.0,2020.0,2020.0,https://www.zameen.com/Property/lahore_lake_city_meadows_looking_for_a_prime_location_house_in_lake_city_meadows-54239382-487-1.html,10.0,6.0,4051.0,4042.0,1.1999976000048,37411065.57377049
8750000,4.0,Marla,Lahore,Other,House,4.0,6.0,2020.0,8.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_johar_town_4_marla_brand_new_luxury_townhouse_for_sale_in_johar_town_union_town_lahore-54218909-93-1.html,4.0,6.0,10.0,8.0,1.499996250009375,37411065.57377049
73000000,1.0,Kanal,Lahore,DHA Defence,House,2.0,2.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_premium_designer_house_in_dha_phase_7_lahore_luxury_living_redefined-54223711-1450-1.html,20.0,6.0,4.0,0.0,0.9999950000249999,81496093.75
23000000,5.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,1.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/pak_arab_housing_society_phase_1_pak_arab_society_phase_1_-_block_c_looking_for_a_prime_location_house_in_lahore-54244660-4110-1.html,5.0,6.0,13.0,1.0,1.1999976000048,37411065.57377049
22800000,5.0,Marla,Lahore,Raiwind,House,3.0,4.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/raiwind_road_lake_city_5_marla_brand_new_house_available_for_sale_in_lake_city_lahore-54180680-1103-1.html,5.0,6.0,7.0,2.0,1.3333288889037036,44000000.0
67500000,1.0,Kanal,Lahore,DHA Defence,House,4.0,4.0,2020.0,4.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_fully_furnished_1_kanal_super_luxury_architectural_designer_bungalow_for_sale_dha_phase_7_prime_block-53610607-1450-1.html,20.0,6.0,8.0,5.0,0.9999975000062501,81496093.75
31500000,12.5,Marla,Lahore,Other,House,5.0,6.0,2020.0,4.0,3.0,0.0,0.0,4.0,https://www.zameen.com/Property/paf_colony_paf_colony_-_block_a_12_5_marla_spacious_house_for_sale_in_paf_colony_-_single_story-53312492-17646-1.html,12.5,6.0,11.0,11.0,1.1999976000048,37411065.57377049
41000000,10.0,Marla,Lahore,Other,House,3.0,4.0,2020.0,2.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_paragon_city_10_marla_house_for_sale_in_paragon_city_lahore-50697267-1014-1.html,10.0,6.0,7.0,3.0,1.3333288889037036,37411065.57377049
34400000,11.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,4.0,2.0,0.0,0.0,2025.0,https://www.zameen.com/Property/lahore_jubilee_town_11_marla_owner_build_home_for_sale-54121605-766-1.html,11.0,6.0,11.0,2031.0,1.1999976000048,37411065.57377049
47500000,10.0,Marla,Lahore,DHA Defence,House,6.0,7.0,2020.0,2.0,2.0,0.0,2.0,2.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_designer_masterpiece_villa_dha_phase_7_fully_owner-built_basement_servant_designer_finish_hot_deal-53434347-1450-1.html,10.0,6.0,15.0,6.0,1.1666647222254631,81496093.75
46500000,10.0,Marla,Lahore,DHA Defence,House,4.0,7.0,2020.0,2.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_8_most_reasonable_price_modern_villa-52884235-1451-1.html,10.0,6.0,11.0,4.0,1.7499956250109376,81496093.75
9000000,3.0,Marla,Lahore,Other,"is up for sale, so what are you waiting for. You won't find a better price than the current Rs. 9000000 for these kind of properties. The House is a truly well-thought out property, best for those with a fine taste in architectures. Properties in this locality are a total bargain, which is a plus. You can read the property features below. The house features a spacious and well-designed drawing room. The House premises remains well-guarded round-the-clock with an expert security team. You can conveniently direct your guests to the powder room. Enjoy the convenience and comfort of broadband internet access. The House remains pleasant during summers as well with double glazed windows. A mosque is located within the society. The property comes with a beautifully designed dining room, adding to its luxury. Fill the web form and we'll reach out to you as soon as possible. Read More Amenities Main Features Parking Spaces: 1 Double Glazed Windows Rooms Bedrooms: 3 Bathrooms: 4 Drawing Room Dining Room Kitchens: 2 Powder Room Store Rooms: 1 Business and Communication View More Location & Nearby AL HARAM GARDEN - BLOCK A MAPNEARBY More Lahore Maps Tap to View Society Maps Find out the location of the property on an interactive society map Home Finance Calculate and view the monthly mortgage on this house Conventional Interest Plan Ghar Sahulat Scheme Employment Status Salaried Property Price PKR Loan Period Years Down Payment % PKR Interest Rate % DISCLAIMER: Interest rates may vary from the value shown on Zameen.com. Actual interest rate prevalent as per bank’s policy will be applicable at the time of application. Monthly Payment PKR 89 Thousand Bank Finance Amount PKR 63 Lakh Payment Breakdown Interest Principal APPLY FOR LOAN Price Index Trends - Most Searched Locations in Al Haram Garden RANKLOCALITYPERCENTAGE OF TOTAL SEARCHES (%)PERFORMANCE 1Al Haram Garden - Block A50.9 No Change 2Al Haram Garden - Block B27.6 No Change 3Al Haram Garden - Block D12.7 No Change 4Al Haram Garden - Block C5.8 New Entry 5Al Haram Garden - Block A Commercial2.9 -1 Apr 2026Mar 2026Feb 2026Jan 2026Dec 2025Nov 2025Oct 2025Sept 2025Aug 2025Jul 2025Jun 2025May 2025 Safety Tips for Property Transactions For your safety and protection when buying, selling, or renting property through Zameen, please follow these important guidelines: Always meet in a safe, public location—preferably during daylight hours. Locations such as cafes, commercial plazas, outside bank branches or in an office of a real estate agency are ideal. Do not make any payment before proper verification of the property, completion of all legal formalities, and due diligence with the respective authorities. Inspect the property thoroughly and ensure all details match what’s listed in the advertisement. Read More PKR 90 Lakh WhatsApp Call NAME* EMAIL* PHONE* MESSAGE* I would like to inquire about your property Zameen - ID54248955. Please contact me at your earliest convenience. I am a: Buyer/Tenant Agent Other Keep me informed about similar properties. SEND EMAIL LATIF REAL ESTATE Abdul latif AGENCY PROFILE USEFUL LINKS Property for sale in Lahore Property for sale in Al Haram Garden Property for sale in Al Haram Garden - Block A 3 Marla Houses for sale in Lahore 3 Marla Houses for sale in Al Haram Garden 3 Marla Houses for sale in Al Haram Garden - Block A Report this property Similar Houses around Al Haram Garden - Block A SUPER HOT 15 Added: 1 week ago PKR 1.4 Crore Al Haram Garden - Block A, Al Haram Garden 4 4 5 Marla EMAIL CALL SUPER HOT 18 Added: 3 weeks ago PKR 1.45 Crore Al Haram Garden - Block A, Al Haram Garden 3 3 5 Marla EMAIL CALL HOT TITANIUM 10 Verified Added: 1 day ago PKR 1.4 Crore Al Haram Garden - Block A, Al Haram Garden 3 3 5 Marla EMAIL CALL HOT 6 Added: 1 week ago PKR 1.3 Crore Al Haram Garden - Block A, Al Haram Garden 3 3 5 Marla EMAIL CALL Similar Houses by Latif Real Estate 26 Verified Added: 1 hour ago PKR 90 Lakh Al Haram Garden, Lahore 3 3 3 Marla EMAIL CALL 23 Verified Added: 1 hour ago PKR 90 Lakh Al Haram Garden - Block B, Al Haram Garden 3 4 3 Marla EMAIL CALL Our Home Partners Company About Us Contact Us Jobs Help & Support Advertise On Zameen Terms Of Use Connect Blog News Forum Expo Real Estate Agents Add Property Head Office Pearl One, 94-B/I, MM Alam Road, Gulberg III, Lahore, Pakistan 0800-ZAMEEN (92633) Monday To Sunday 9AM To 6PM Email Us Roshan Digital Account ROSHAN DIGITAL ACCOUNT Get Connected © Copyright 2007 - 2026 Zameen.com. All Rights Reserved TOP",4.0,7.0,2020.0,1.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/al_haram_garden_al_haram_garden_-_block_a_this_is_your_chance_to_buy_house_in_al_haram_garden_-_block_a-54248955-15995-1.html,3.0,6.0,14.0,1.0,1.7499956250109376,37411065.57377049
78600000,1.0,Kanal,Lahore,DHA Defence,House,3.0,4.0,2020.0,4.0,2025.0,2025.0,2025.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_brand_new_1_kanal_modern_house_available_for_sale_in_dha_phase_7-53561279-1450-1.html,20.0,6.0,4057.0,2029.0,1.3333288889037036,81496093.75
22500000,5.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,1.0,0.0,0.0,2026.0,2026.0,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_5_marla_brand_new_2_5_storey_house_for_sale_in_rehman_garden_prime_location_reasonable_price-54248922-4506-1.html,5.0,6.0,2037.0,2027.0,1.1999976000048,37411065.57377049
109500000,20.0,MARLA,Lahore,DHA Defence,House,5.0,9.0,2020.0,0.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_b_unity_estates_offers_full_modern_20_marla_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54216218-1611-1.html,20.0,6.0,14.0,1.0,1.7999964000072002,81496093.75
100000000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_luxury_mashallah_designer_house_for_sale_in_dha_phase_7_lahore_premium_living-54223592-1450-1.html,20.0,6.0,11.0,0.0,1.1999976000048,81496093.75
73500000,1.0,KANAL,Lahore,DHA Defence,House,5.0,6.0,2020.0,5.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_slightly_used_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_sale_in_dha_phase_5-54178858-1447-1.html,20.0,6.0,11.0,7.0,1.1999976000048,81496093.75
73200000,1.0,KANAL,Lahore,DHA Defence,House,5.0,6.0,2020.0,5.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_3_1_kanal_slightly_used_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_sale_in_dha_phase_3-54178955-1454-1.html,20.0,6.0,11.0,7.0,1.1999976000048,81496093.75
72500000,1.0,KANAL,Lahore,DHA Defence,House,5.0,6.0,2020.0,5.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_4_1_kanal_slightly_used_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_sale_in_dha_phase_4-54179024-1446-1.html,20.0,6.0,11.0,7.0,1.1999976000048,81496093.75
39500000,8.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,2.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_paragon_city_8_marla_house_for_sale_in_paragon_city_lahore-50920023-1014-1.html,8.0,6.0,11.0,3.0,1.1999976000048,37411065.57377049
25000000,5.0,Marla,Lahore,Other,House,4.0,5.0,2020.0,1.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/main_canal_bank_road_union_livings_your_search_ends_right_here_with_the_beautiful_house_in_union_livings_at_affordable_price_of_pkr_rs_25000000-54117632-18404-1.html,5.0,6.0,12.0,1.0,1.2499968750078125,37411065.57377049
39500000,10.0,Marla,Lahore,Other,House,4.0,5.0,2020.0,1.0,1.0,0.0,0.0,2026.0,https://www.zameen.com/Property/lahore_paragon_city_10_marla_modern_design_full_luxury_house_for_sale_in_paragon_city_lahore-54174285-1014-1.html,10.0,6.0,9.0,2028.0,1.2499968750078125,37411065.57377049
25500000,5.0,Marla,Lahore,DHA Defence,House,5.0,6.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_5_bedroom_ultra-modern_house_for_sale_in_dha_phase_9_town-54146100-1452-1.html,5.0,6.0,11.0,2.0,1.1999976000048,81496093.75
18500000,788.0,Square Feet,Lahore,Other,House,5.0,4.0,2020.0,0.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/lahore_clifton_colony_brand_new_788_square_feet_house_available_in_clifton_colony_for_sale-54243788-4526-1.html,2.89,6.0,12.0,0.0,0.7999984000032001,37411065.57377049
41900000,10.0,Marla,Lahore,Other,House,4.0,4.0,2020.0,2.0,0.0,0.0,7.0,2.0,https://www.zameen.com/Property/lahore_lda_avenue_10_marla_brand_new_home_for_sale-54023982-547-1.html,10.0,6.0,15.0,4.0,0.9999975000062501,37411065.57377049
31900000,10.0,Marla,Lahore,Other,House,6.0,7.0,2020.0,4.0,1.0,0.0,2025.0,0.0,https://www.zameen.com/Property/lahore_lda_avenue_10_marla_brand_new_home_for_sale-54014118-547-1.html,10.0,6.0,2038.0,5.0,1.1666647222254631,37411065.57377049
56500000,10.0,Marla,Lahore,DHA Defence,House,6.0,7.0,2020.0,2.0,2.0,1.0,1.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_near_dolmen_call_us_for_visit_this_luxury_property-52884287-1448-1.html,10.0,6.0,15.0,4.0,1.1666647222254631,81496093.75
115000000,1.0,Kanal,Lahore,DHA Defence,House,4.0,7.0,2020.0,4.0,1.0,0.0,2026.0,0.0,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_1_kanal_brand_new_ultra_modern_designed_luxury_bungalow_for_sale_at_prime_location_in_dha_phase_7_near_by_carrefour_original_pictures_are_attached-54094373-1627-1.html,20.0,6.0,2037.0,5.0,1.7499956250109376,81496093.75
21000000,5.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,1.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_5_marla_spanish_house_for_sale_bahria_orchard_eastern_block_phase_1-54247542-8239-1.html,5.0,6.0,13.0,2.0,1.1999976000048,37411065.57377049
56000000,10.2,Marla,Lahore,Other,House,3.0,5.0,2020.0,0.0,0.0,0.0,3.0,0.0,https://www.zameen.com/Property/lahore_allama_iqbal_town_10_90_ft_new_house_3storey-54247530-58-1.html,10.2,6.0,11.0,0.0,1.6666611111296294,37411065.57377049
259500000,2.0,Kanal,Lahore,DHA Defence,House,5.0,9.0,2020.0,0.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_g_02_kanal_well_maintained_slightly_used_spanish_designed_house_for_sale_attached_100_original_pics-54154101-1604-1.html,40.0,6.0,16.0,0.0,1.7999964000072002,81496093.75
60000000,10.0,Marla,Lahore,DHA Defence,House,6.0,7.0,2020.0,0.0,0.0,2026.0,2026.0,0.0,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_k_top_location_on_70-feet_road_lightly_used_10_marla_bungalow_with_full_basement_facing_2_kanal_very_close_to_wateen_chowk-54148210-1607-1.html,10.0,6.0,4065.0,0.0,1.1666647222254631,81496093.75
159900000,2.0,KANAL,Lahore,DHA Defence,House,5.0,6.0,2020.0,0.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_2_2_kanal_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-53614350-1444-1.html,40.0,6.0,11.0,1.0,1.1999976000048,81496093.75
24500000,5.0,Marla,Lahore,DHA Defence,House,4.0,5.0,2020.0,1.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_classic_luxury_house_for_sale_in_dha_phase_9_town_lahore-54240581-1452-1.html,5.0,6.0,9.0,1.0,1.2499968750078125,81496093.75
24500000,5.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,1.0,0.0,0.0,0.0,2026.0,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_design_full_luxury_house_for_sale_in_dha_9_town-54143521-1452-1.html,5.0,6.0,7.0,2027.0,1.3333288889037036,81496093.75
30000000,10.0,Marla,Lahore,Raiwind,House,3.0,4.0,2020.0,4.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/awt_army_welfare_trust_awt_phase_2_lda_approved_beautiful_location_double_storey_house-54003689-3581-1.html,10.0,6.0,7.0,6.0,1.3333288889037036,44000000.0
19500000,4.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,1.0,0.0,0.0,0.0,2.0,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_4_marla_house_for_sale-54220453-456-1.html,4.0,6.0,11.0,3.0,1.1999976000048,37411065.57377049
19800000,3.0,Marla,Lahore,Other,House,4.0,4.0,2020.0,1.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_cavalry_extension_looking_for_a_prime_location_house_in_cavalry_extension-54244175-15484-1.html,3.0,6.0,10.0,2.0,0.9999975000062501,37411065.57377049
45000000,10.0,Marla,Lahore,Bahria Town,House,3.0,4.0,2020.0,2.0,1.0,1.0,2.0,0.0,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_ghaznavi_block_beautifully_constructed_house_is_available_for_sale_in_bahria_town_-_ghaznavi_block-54244598-8261-1.html,10.0,6.0,10.0,3.0,1.3333288889037036,31127272.727272727
25000000,5.0,Marla,Lahore,Park View City,House,5.0,6.0,2020.0,1.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/park_view_city_park_view_city_-_executive_block_5_marla_house_for_sale_in_park_view_city_-_executive_block_lahore-54244138-17598-1.html,5.0,6.0,14.0,1.0,1.1999976000048,21882758.620689657
38500000,10.0,MARLA,Lahore,Other,House,4.0,5.0,2020.0,2.0,2.0,0.0,2025.0,0.0,https://www.zameen.com/Property/lahore_jubilee_town_10_marla_brand_new_house_for_sale-54014040-766-1.html,10.0,6.0,2034.0,4.0,1.2499968750078125,37411065.57377049
37500000,10.0,Marla,Lahore,Other,House,6.0,7.0,2020.0,0.0,0.0,0.0,2024.0,0.0,https://www.zameen.com/Property/jubilee_town_jubilee_town_-_block_b_10_marla_owner_build_facing_park_home_for_sale-54014032-3986-1.html,10.0,6.0,2037.0,0.0,1.1666647222254631,37411065.57377049
27000000,5.0,Marla,Lahore,Other,House,6.0,7.0,2020.0,1.0,1.0,0.0,1.0,0.0,https://www.zameen.com/Property/lahore_bahria_orchard_brand_new_modern_corner_next_to_park_house_available_for_sale-53770949-1474-1.html,5.0,6.0,14.0,2.0,1.1666647222254631,37411065.57377049
83500000,1.0,Kanal,Lahore,DHA Defence,House,3.0,3.0,2020.0,0.0,2025.0,2025.0,2025.0,0.0,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_f_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_6_prime_location_near_to_raya-53949486-1615-1.html,20.0,6.0,4056.0,2025.0,0.9999966666777778,81496093.75
75000000,1.0,KANAL,Lahore,DHA Defence,House,5.0,6.0,2020.0,0.0,0.0,0.0,0.0,2025.0,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_p_1_kanal_ultra_modern_super_luxury_stylish_bungalow_mazahar_munir_disign_for_sale_near_defence_raya_reasonable_deal-53959999-1623-1.html,20.0,6.0,11.0,2025.0,1.1999976000048,81496093.75
85500000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_6_prime_location-52661723-1448-1.html,20.0,6.0,11.0,6.0,1.1999976000048,81496093.75
45000000,10.0,Marla,Lahore,DHA Defence,House,4.0,6.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_luxurious_beautiful_house_with_4_master_bedrooms_lowest_price_house_in_dha_phase_7-54152383-1450-1.html,10.0,6.0,10.0,0.0,1.499996250009375,81496093.75
81500000,1.0,Kanal,Lahore,DHA Defence,House,4.0,5.0,2020.0,4.0,2.0,0.0,0.0,2025.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_most_beautiful_1_kanal_house_available_for_sale_in_dha_phase_7-53567232-1450-1.html,20.0,6.0,9.0,2031.0,1.2499968750078125,81496093.75
27500000,5.0,Marla,Lahore,DHA Defence,House,5.0,6.0,2020.0,2.0,1.0,0.0,2024.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_ultra_modern_designer_house_available_for_sale_at_prime_location_dha_9_town_-_must_be_see-54154648-1452-1.html,5.0,6.0,2035.0,3.0,1.1999976000048,81496093.75
72000000,1.0,Kanal,Lahore,DHA Defence,House,3.0,4.0,2020.0,4.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_modern_designed_super_luxury_bungalow_for_sale_at_ideal_location_in_dha_phase_7-52992392-1450-1.html,20.0,6.0,7.0,5.0,1.3333288889037036,81496093.75
16900000,5.0,Marla,Lahore,Park View City,House,5.0,6.0,2020.0,0.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_modern_design_lavish_house_for_sale_in_park_view_city_lahore_for_discounted_price_and_original_pictures_download_the_app_signature_lands-54241845-1466-1.html,5.0,6.0,13.0,0.0,1.1999976000048,21882758.620689657
17000000,5.0,Marla,Lahore,Park View City,House,6.0,6.0,2020.0,12.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-54091464-1466-1.html,5.0,6.0,12.0,14.0,0.9999983333361112,21882758.620689657
15600000,5.0,Marla,Lahore,Other,House,4.0,5.0,2020.0,1.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/new_lahore_city_phase_2_new_lahore_city_-_block_c_buy_your_ideal_5_marla_house_in_a_prime_location_of_lahore-54243368-13246-1.html,5.0,6.0,12.0,1.0,1.2499968750078125,37411065.57377049
32000000,5.0,Marla,Lahore,Park View City,House,3.0,4.0,2020.0,2.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_5_marla_brand_new_house_for_sale_in_park_view_city-54081884-1466-1.html,5.0,6.0,7.0,3.0,1.3333288889037036,21882758.620689657
15000000,5.0,Marla,Lahore,Park View City,House,5.0,6.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-53998903-1466-1.html,5.0,6.0,11.0,0.0,1.1999976000048,21882758.620689657
62500000,1.0,Kanal,Lahore,Other,House,4.0,5.0,2020.0,4.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_lda_avenue_one_kanal_owner_build_home_for_sale-53921685-547-1.html,20.0,6.0,9.0,5.0,1.2499968750078125,37411065.57377049
35900000,10.0,MARLA,Lahore,Other,House,8.0,7.0,2020.0,1.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_lda_avenue_10_marla_brand_new_house_lda_avenue_one-53190393-547-1.html,10.0,6.0,15.0,1.0,0.8749989062513672,37411065.57377049
76500000,1.0,Kanal,Lahore,DHA Defence,House,5.0,5.0,2020.0,0.0,2025.0,2025.0,2025.0,0.0,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_q_owner_needy_argent_sale_1_kanal_owner_build_house_for_sale_in_dha_phase_7_near_defence_raya_reasonable_deal-54240330-1624-1.html,20.0,6.0,4060.0,2025.0,0.9999980000040001,81496093.75
22000000,5.0,Marla,Lahore,Park View City,House,5.0,6.0,2020.0,2.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_5_marla_brand_new_house_for_sale_in_park_view_city-54211643-1466-1.html,5.0,6.0,11.0,3.0,1.1999976000048,21882758.620689657
32000000,5.0,Marla,Lahore,Park View City,House,4.0,5.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-54217791-1466-1.html,5.0,6.0,9.0,2.0,1.2499968750078125,21882758.620689657
17500000,5.0,Marla,Lahore,Park View City,House,5.0,6.0,2020.0,2.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-53791957-1466-1.html,5.0,6.0,11.0,4.0,1.1999976000048,21882758.620689657
42500000,10.0,Marla,Lahore,Other,House,4.0,5.0,2020.0,2.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_paragon_city_10_marla_house_for_sale_in_paragon_city_lahore-50551174-1014-1.html,10.0,6.0,9.0,3.0,1.2499968750078125,37411065.57377049
19800000,4.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,2.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_paragon_city_4_marla_house_for_sale_in_paragon_city_lahore-50910283-1014-1.html,4.0,6.0,11.0,3.0,1.1999976000048,37411065.57377049
65000000,10.0,Marla,Lahore,Other,House,3.0,4.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/gulberg_gulberg_5_10_marla_house_for_sale_in_gulberg_5-53272608-3848-1.html,10.0,6.0,7.0,0.0,1.3333288889037036,37411065.57377049
125000000,1.0,Kanal,Lahore,Other,House,4.0,5.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_gulberg_1_kanal_lavish_house_for_sale_in_gulberg-53272670-7-1.html,20.0,6.0,9.0,0.0,1.2499968750078125,37411065.57377049
